timestep,value
0.0,1.0
1.0,0.8181406851627107
2.0,0.36806613237851665
3.0,-0.1720683651108543
4.0,-0.6376176207144986
5.0,-0.9240297407029783
6.0,-0.9979910616558022
7.0,-0.883405207350338
8.0,-0.6366490633759545
9.0,-0.32271340933494125
10.0,0.0015707956808305972
11.0,0.29585643397487765
12.0,0.5377352473718644
13.0,0.7199711672023106
14.0,0.8459736038369766
15.0,0.9252262744034191
16.0,0.9695753686477343
17.0,0.9906530897704889
18.0,0.9983333665578467
19.0,0.9999496258386985
